Front Name,Back Name,Front,Back
00Bawkzooka.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/00Bawkzooka.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
01Bawkzooka.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/01Bawkzooka.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
02Eggsplosive.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/02Eggsplosive.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
03Eggsplosive.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/03Eggsplosive.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
04Rooster_Booster.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/04Rooster_Booster.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
05Rooster_Booster.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/05Rooster_Booster.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
06Bone_Saw.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/06Bone_Saw.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
07Bone_Saw.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/07Bone_Saw.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
08Hidden_Talon.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/08Hidden_Talon.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
09Hidden_Talon.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/09Hidden_Talon.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
10False_Beak.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/10False_Beak.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
11False_Beak.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/11False_Beak.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
12Tenderizer.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/12Tenderizer.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
13Tenderizer.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/13Tenderizer.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
14Tenderizer.png,Claw.webpg,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/fronts/14Tenderizer.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Fight-Cards/backs/Claw.webpg
