Front Name,Back Name,Front,Back
00Cockzilla.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/00Cockzilla.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
01The_Hencredible_Hulk.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/01The_Hencredible_Hulk.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
02T800_Chickn_Tendernator.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/02T800_Chickn_Tendernator.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
03Cocktimus_Prime.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/03Cocktimus_Prime.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
04Lord_of_the_Wings.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/04Lord_of_the_Wings.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
05Cluck_Kent.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/05Cluck_Kent.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
06King_Cock.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/06King_Cock.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
07Darth_Tender.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/07Darth_Tender.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
08Poultrysaurus_Rex.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/08Poultrysaurus_Rex.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
09Roost_Lee.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/09Roost_Lee.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
10Captain_Eggmerica.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/10Captain_Eggmerica.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
11The_Dark_Fowl.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/11The_Dark_Fowl.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
12Cluck_Norris.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/12Cluck_Norris.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
13Eggsecutioner.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/13Eggsecutioner.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
14Frankhensteins_Rooster.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/14Frankhensteins_Rooster.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
15Cocky_Balboa.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/15Cocky_Balboa.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
16Count_Cluckula.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/16Count_Cluckula.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
17Princess_Layn_Egg.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/17Princess_Layn_Egg.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
18Roostomorph.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/18Roostomorph.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
19Sir_Clucksalot.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/19Sir_Clucksalot.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
20Hen_Solo.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/20Hen_Solo.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
21Roost_Wick.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/21Roost_Wick.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
22The_Cockfather.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/22The_Cockfather.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
23Poultrygeist.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/23Poultrygeist.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
24Al_Cockpone.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/24Al_Cockpone.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
25Captain_Jack_Nuggy.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/25Captain_Jack_Nuggy.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
26Indiana_Combs.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/26Indiana_Combs.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
27Sherlock_Combs.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/27Sherlock_Combs.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
28Harry_Cocker.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/28Harry_Cocker.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
29Santa_Claws.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/29Santa_Claws.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
30Kernel_Sanders.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/30Kernel_Sanders.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
31Doctor_Henhouse.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/31Doctor_Henhouse.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
32Egg_Ketchum.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/32Egg_Ketchum.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
33Party_Fowl.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/33Party_Fowl.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
34Chester_the_Mouse.png,,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/fronts/34Chester_the_Mouse.png,https://raw.githubusercontent.com/Gian-Mecca/Tabletop-Games/refs/heads/main/Cock-Fight!/Cock-Cards/backs/
